City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,thunder bay,48.4001,-89.3168,10.99,50,20,3.09,CA,1730923003
290,conceicao do araguaia,-8.2578,-49.2647,31.94,54,100,1.25,BR,1730923005
291,gilford,43.5476,-71.4067,22.58,67,100,7.72,US,1730922974
292,funafuti,-8.5243,179.1942,29.0,79,75,3.6,TV,1730923007
293,revda,56.801,59.9303,-6.26,85,100,4.49,RU,1730923008
294,illizi,26.4833,8.4667,20.88,32,58,4.09,DZ,1730923009
295,ajuchitlan del progreso,18.1519,-100.4835,32.52,53,23,1.19,MX,1730923010
296,touros,-5.1989,-35.4608,26.38,70,69,6.72,BR,1730923011
297,qarqaraly,49.4058,75.4742,-4.14,63,68,14.48,KZ,1730923012
298,newman,37.3138,-121.0208,17.8,32,5,3.13,US,1730923013
299,cockburn town,21.4612,-71.1419,27.91,75,1,9.96,TC,1730923015
300,diego de almagro,-26.3667,-70.05,26.7,19,0,4.75,CL,1730923016
301,vorgashor,67.5833,63.95,-6.77,96,100,4.07,RU,1730923017
302,laguna,38.421,-121.4238,20.13,25,0,5.66,US,1730923018
303,gisborne,-38.6533,178.0042,16.32,72,85,1.58,NZ,1730923019
304,porto novo,6.4965,2.6036,28.9,75,9,2.47,BJ,1730923020
305,champerico,14.3,-91.9167,29.15,75,97,5.2,GT,1730923023
306,mossel bay,-34.1831,22.146,13.96,73,1,6.68,ZA,1730923024
307,ulsteinvik,62.3432,5.8487,12.4,82,94,0.45,NO,1730923025
308,luanda,-8.8368,13.2343,26.0,78,20,4.63,AO,1730922506
309,san antonio de pale,-1.4014,5.6325,26.17,84,100,7.06,GQ,1730923028
310,mugia,43.1041,-9.2179,15.51,91,25,2.74,ES,1730923029
311,saldanha,-33.0117,17.9442,18.03,84,0,6.34,ZA,1730923030
312,richards bay,-28.783,32.0377,18.03,74,97,3.45,ZA,1730923031
313,arteche,12.2645,125.4048,25.31,89,79,1.9,PH,1730923033
314,lihue,21.9789,-159.3672,25.77,83,75,7.72,US,1730923034
315,dalnegorsk,44.5604,135.5701,-8.73,66,0,3.57,RU,1730923035
316,stephenville,32.2207,-98.2023,23.47,39,0,5.14,US,1730923037
317,bay roberts,47.5999,-53.2648,10.08,94,100,1.79,CA,1730922967
318,mount isa,-20.7333,139.5,20.87,49,28,0.0,AU,1730923039
319,san pedro,14.35,121.0167,25.57,98,75,0.0,PH,1730923040
320,port-vila,-17.7338,168.3219,21.78,94,20,0.51,VU,1730923041
321,mocorito,25.4833,-107.9167,31.28,35,0,2.98,MX,1730923042
322,kruisfontein,-34.0033,24.7314,11.66,76,50,1.75,ZA,1730923043
323,urangan,-25.3,152.9,24.1,77,19,6.67,AU,1730923044
324,fort mcmurray,56.7268,-111.381,3.77,65,75,5.66,CA,1730923000
325,tranby,59.8167,10.25,0.95,85,9,1.56,NO,1730923046
326,bardai,11.65,7.2333,21.89,34,9,3.56,NG,1730923049
327,sambava,-14.2667,50.1667,23.82,86,31,3.4,MG,1730923050
328,banyuwangi,-8.2325,114.3576,23.66,82,62,1.17,ID,1730922942
329,road town,18.4167,-64.6167,26.02,89,40,9.26,VG,1730923054
330,wagar,16.1525,36.2032,28.11,60,0,6.62,SD,1730923055
331,lagos,6.5833,3.75,26.5,80,24,2.08,NG,1730922429
332,mulayjah,27.271,48.4242,22.9,30,64,3.74,SA,1730923057
333,svencionys,55.15,26.1667,8.47,73,100,4.55,LT,1730923058
334,badger,64.8,-147.5333,-5.36,85,75,0.0,US,1730923059
335,afaahiti,-17.75,-149.2833,25.67,82,22,3.62,PF,1730923060
336,malayer,34.2969,48.8235,10.15,32,81,1.64,IR,1730923061
337,tateyama,34.9833,139.8667,14.92,74,1,4.83,JP,1730922878
338,pitimbu,-7.4706,-34.8086,26.16,69,11,5.55,BR,1730923063
339,alofi,-19.0595,-169.9187,24.94,57,100,5.14,NU,1730923064
340,bu'aale,1.0833,42.5833,25.37,86,91,4.19,SO,1730923065
341,kashary,49.04,41.0056,2.55,98,100,3.07,RU,1730923066
342,mary,37.0,62.5,8.62,69,100,3.58,TM,1730923068
343,bibir hat,22.6873,91.7853,20.23,91,5,1.21,BD,1730923069
344,alice springs,-23.7,133.8833,22.75,73,86,3.6,AU,1730923070
345,khovd,48.0056,91.6419,1.56,67,81,0.59,MN,1730923071
346,port macquarie,-31.4333,152.9167,20.6,99,26,1.79,AU,1730923072
347,szczecinek,53.7079,16.6994,4.3,76,98,1.86,PL,1730923073
348,walterboro,32.9052,-80.6668,26.64,88,75,2.57,US,1730922909
349,chamonix-mont-blanc,45.9238,6.8693,7.33,67,8,1.62,FR,1730923076
350,south bay,26.664,-80.7162,28.42,74,100,8.66,US,1730923077
351,constantia,44.1833,28.65,2.38,52,0,1.54,RO,1730923043
352,sur,22.5667,59.5289,26.06,68,0,2.3,OM,1730923079
353,cidreira,-30.1811,-50.2056,21.91,94,87,4.67,BR,1730923080
354,yuzhno-kurilsk,44.0306,145.8556,4.36,62,100,2.64,RU,1730923081
355,pointe aux piments,-20.0628,57.5131,24.73,80,99,7.88,MU,1730923084
356,westport,41.1415,-73.3579,26.42,61,39,2.24,US,1730923085
357,tabou,4.423,-7.3528,25.76,85,3,3.36,CI,1730923087
358,new norfolk,-42.7826,147.0587,10.95,79,11,1.04,AU,1730923088
359,san patricio,28.017,-97.5169,26.88,54,0,3.5,US,1730923089
360,andergrove,-21.0833,149.1833,22.4,78,5,2.06,AU,1730923090
361,quzhou,28.9594,118.8686,9.77,79,0,3.18,CN,1730923091
362,westhausen,48.8833,10.1833,9.07,90,65,0.72,DE,1730923093
363,bloemfontein,-29.1211,26.214,16.71,19,50,1.54,ZA,1730923094
364,aykhal,66.0,111.5,-9.93,95,100,4.59,RU,1730923095
365,carutapera,-1.195,-46.02,27.55,74,100,4.0,BR,1730923097
366,goundam,16.4145,-3.6708,29.4,13,0,5.16,ML,1730923098
367,coyhaique,-45.5752,-72.0662,7.85,85,72,2.99,CL,1730923099
368,kiunga,-6.1219,141.2906,22.82,100,100,0.35,PG,1730923100
369,canico,32.6333,-16.85,21.67,87,40,1.03,PT,1730923101
370,yurty,56.0498,97.6348,-6.24,94,84,1.64,RU,1730923102
371,hilo,19.7297,-155.09,27.28,81,20,4.12,US,1730922879
372,dubbo,-32.25,148.6167,26.07,41,54,2.06,AU,1730923104
373,alotau,-10.3069,150.4462,23.96,94,86,1.51,PG,1730923107
374,saint-philippe,-21.3585,55.7679,23.1,83,37,6.23,RE,1730923108
375,walvis bay,-22.9575,14.5053,15.53,82,0,2.57,NA,1730923109
376,east london,-33.0153,27.9116,15.3,61,78,0.38,ZA,1730922876
377,sampit,-2.5333,112.95,24.5,94,99,0.97,ID,1730923111
378,perryton,36.4,-100.8027,12.96,67,100,1.54,US,1730922972
379,santa terezinha,-29.9002,-50.0904,21.66,96,98,5.05,BR,1730923113
380,nagar karnul,16.4821,78.3247,20.17,73,5,3.39,IN,1730923114
381,stuarts draft,38.0301,-79.0336,26.45,65,75,2.57,US,1730922911
382,toamasina,-18.1667,49.3833,22.0,94,40,0.0,MG,1730923116
383,steinbach,50.1667,8.5667,7.01,87,100,1.54,DE,1730923117
384,fandriana,-20.2333,47.3833,17.26,81,100,1.04,MG,1730923118
385,klyuchi,52.2667,79.1667,2.35,46,8,10.13,RU,1730923119
386,pamandzi,-12.7967,45.2794,27.88,78,75,5.14,YT,1730923120
387,kailua-kona,19.6406,-155.9956,26.98,78,20,0.45,US,1730923121
388,la'ie,21.6477,-157.9253,26.98,80,14,2.24,US,1730923122
389,san ramon,37.7799,-121.978,19.09,25,0,10.29,US,1730923124
390,tallahassee,30.4383,-84.2807,26.91,89,100,2.57,US,1730923125
391,tefe,-3.3542,-64.7114,30.06,66,20,4.63,BR,1730923127
392,gardnerville ranchos,38.8882,-119.7413,5.86,42,0,4.12,US,1730923128
393,remire-montjoly,4.9167,-52.2667,32.02,62,0,6.17,GF,1730923129
394,mount gambier,-37.8333,140.7667,6.44,98,1,2.22,AU,1730923130
395,uzgen,40.7699,73.3007,7.14,96,100,3.15,KG,1730923131
396,nuuk,64.1835,-51.7216,-8.4,72,79,5.81,GL,1730923132
397,tanumah,27.1,44.1333,21.24,45,98,6.4,SA,1730923134
398,karratha,-20.7377,116.8463,31.95,21,65,4.55,AU,1730923135
399,chincha alta,-13.4099,-76.1323,21.14,74,87,3.59,PE,1730923136
400,kamaishi,39.2667,141.8833,4.5,79,50,2.68,JP,1730923137
401,malango,-2.9627,119.9001,18.22,97,17,0.98,ID,1730923138
402,puerto rosario,-24.45,-57.0833,30.63,58,100,0.75,PY,1730923139
403,kupang,-10.1667,123.5833,26.32,94,100,1.54,ID,1730923140
404,mil'kovo,55.6078,37.7956,4.08,62,100,5.37,RU,1730923141
405,pandan,14.0453,124.1694,25.38,84,59,2.93,PH,1730923142
406,mpika,-11.8343,31.4529,22.2,48,86,0.83,ZM,1730923143
407,benjamin hill,30.1667,-111.1,22.6,19,44,6.96,MX,1730923144
408,visby,57.6409,18.296,8.12,87,100,4.63,SE,1730923145
409,achinsk,56.2694,90.4993,1.45,90,100,5.95,RU,1730923146
410,kargasok,59.0556,80.8572,-3.14,94,100,7.6,RU,1730923147
411,villa regina,-39.1,-67.0667,23.94,19,87,3.26,AR,1730923149
412,fortuna,40.5982,-124.1573,14.51,67,0,3.09,US,1730923150
413,skelleftea,64.7507,20.9528,7.2,98,0,5.66,SE,1730923151
414,tofol,5.3248,163.0078,28.68,75,97,5.75,FM,1730923152
415,baiti,13.745,-14.7482,29.94,23,0,2.14,SN,1730923155
416,micheweni,-4.9667,39.8333,26.08,88,59,2.52,TZ,1730923156
417,shakhtersk,48.0625,38.5167,4.55,85,100,4.79,UA,1730923157
418,lacombe,52.4668,-113.7353,5.74,86,79,3.47,CA,1730923158
419,labuan,5.2767,115.2417,24.2,94,40,0.0,MY,1730923160
420,vrangel',42.7297,133.0839,-1.5,44,0,4.99,RU,1730923161
421,nookat,40.2671,72.6207,5.95,96,100,0.76,KG,1730923163
422,balkanabat,39.5108,54.3671,9.52,58,7,1.94,TM,1730923165
423,kapa'a,22.0752,-159.319,26.18,87,75,7.72,US,1730923166
424,williams lake,52.1415,-122.1445,8.92,53,20,7.2,CA,1730923167
425,novaya igirma,57.1334,103.9112,-9.72,98,68,0.83,RU,1730923168
426,bhag,29.0415,67.8239,28.05,34,0,1.85,PK,1730923169
427,ghat,24.9647,10.1728,19.85,33,3,3.17,LY,1730923170
428,kitui,-1.367,38.0106,19.01,87,33,1.7,KE,1730923172
429,ginir,7.1333,40.7,14.1,69,23,1.9,ET,1730923174
430,hadibu,12.65,54.0333,26.11,76,13,2.23,YE,1730923175
431,happy valley-goose bay,53.3168,-60.3315,5.17,81,75,2.06,CA,1730923176
432,sao pedro do sul,-29.6206,-54.1789,24.73,79,82,4.64,BR,1730923177
433,jiuquan,39.7432,98.5174,9.72,23,100,3.68,CN,1730923178
434,punta del este,-34.9667,-54.95,28.06,85,0,5.36,UY,1730923179
435,khanabad,36.6825,69.1156,11.87,67,100,3.37,AF,1730923180
436,acarau,-2.8856,-40.12,26.91,75,100,7.91,BR,1730923181
437,lazaro cardenas,17.9583,-102.2,29.79,64,11,3.37,MX,1730923182
438,ugoofaaru,5.6667,73.0,27.12,77,69,0.74,MV,1730923183
439,prado,-17.3411,-39.2208,25.03,75,6,4.18,BR,1730923184
440,ladario,-19.0047,-57.6017,35.05,58,75,3.09,BR,1730923185
441,stettler,52.3168,-112.7186,2.44,69,80,5.26,CA,1730923186
442,mek'ele,13.4967,39.4753,15.94,65,0,6.15,ET,1730923187
443,singkil,-7.9855,111.4161,24.96,80,58,1.72,ID,1730923189
444,vallenar,-28.5708,-70.7581,26.89,30,0,3.78,CL,1730923191
445,carnarvon,-24.8667,113.6333,20.47,58,5,9.21,AU,1730923192
446,baise city,23.8997,106.6133,19.15,72,100,0.2,CN,1730923194
447,edd,13.9297,41.6925,30.81,52,0,6.14,ER,1730923195
448,birjand,32.8663,59.2211,14.26,33,0,3.09,IR,1730923130
449,saint-francois,46.4154,3.9054,12.45,95,20,1.54,FR,1730923197
450,vila franca do campo,37.7167,-25.4333,18.27,99,13,2.93,PT,1730923198
451,dolzhanskaya,46.6311,37.8039,10.08,58,94,7.64,RU,1730923199
452,manjeshvar,12.7,74.8833,26.66,79,10,2.17,IN,1730923201
453,natchez,31.5604,-91.4032,26.69,78,40,2.06,US,1730923202
454,isla mujeres,21.2311,-86.731,29.03,74,47,4.93,MX,1730923203
455,la passe,45.5549,-0.8967,15.1,92,7,3.87,FR,1730923204
456,iquique,-20.2208,-70.1431,18.56,70,29,1.69,CL,1730922709
457,tralee,52.2704,-9.7026,14.73,91,100,4.28,IE,1730923206
458,jianshui,23.6363,102.8264,14.44,97,100,2.0,CN,1730923208
459,columbus,39.9612,-82.9988,20.61,89,75,4.12,US,1730923208
460,fuling,29.7022,107.3919,18.51,76,100,0.63,CN,1730923210
461,la foa,-21.7108,165.8276,22.81,64,0,1.77,NC,1730923211
462,rio grande,-32.035,-52.0986,19.57,92,100,5.68,BR,1730923037
463,bizerte,37.2744,9.8739,22.0,88,40,4.63,TN,1730923213
464,perg,48.25,14.6333,7.92,92,100,1.3,AT,1730923214
465,dryden,49.7833,-92.7503,4.16,93,40,2.57,CA,1730923215
466,petropavlovka,50.6114,105.3196,-4.56,87,12,0.71,RU,1730923216
467,howard springs,-12.497,131.047,26.95,96,90,1.57,AU,1730923217
468,colares,38.7992,-9.4469,20.74,76,0,2.57,PT,1730923218
469,oamaru,-45.0784,170.9801,14.68,81,1,0.85,NZ,1730923219
470,lorengau,-2.0226,147.2712,27.3,77,100,3.07,PG,1730923220
471,colonia,50.9333,6.95,9.42,94,100,0.51,DE,1730923206
472,gamba,-2.65,10.0,25.02,90,43,2.88,GA,1730923223
473,naduvannur,11.4875,75.7759,22.84,88,83,1.52,IN,1730923225
474,hithadhoo,-0.6,73.0833,27.9,77,41,3.98,MV,1730923226
475,bandeirantes,-23.11,-50.3675,25.46,81,98,1.7,BR,1730923227
476,tazacorte,28.629,-17.9293,21.75,69,20,1.54,ES,1730923228
477,bechar,31.6167,-2.2167,22.18,30,20,2.57,DZ,1730922959
478,kulhudhuffushi,6.6221,73.07,27.79,72,94,1.34,MV,1730923230
479,gamay,12.3854,125.2979,23.83,96,99,1.55,PH,1730923231
480,midvagur,62.0511,-7.1939,9.46,100,100,8.75,FO,1730923232
481,kayangel,8.0823,134.7173,28.77,76,60,4.85,PW,1730923233
482,linqiong,30.4159,103.4609,15.82,88,100,0.43,CN,1730923235
483,guatire,10.4762,-66.5427,27.19,83,100,1.55,VE,1730923148
484,sovetskaya gavan',48.9723,140.2878,-2.82,57,100,5.91,RU,1730923237
485,capo d'orlando,38.1435,14.7305,18.78,76,5,3.57,IT,1730923238
486,sumbe,-11.2061,13.8437,25.21,84,90,4.42,AO,1730923239
487,arkhangel'sk,64.5401,40.5433,3.06,81,75,8.0,RU,1730923201
488,xam nua,20.4197,104.0439,15.54,92,98,0.98,LA,1730923241
489,hovd,48.0056,91.6419,1.56,67,81,0.59,MN,1730923071
490,chistyye bory,58.3647,41.6278,-0.55,95,100,4.01,RU,1730923243
491,sorong,-0.8833,131.25,26.33,84,99,2.42,ID,1730923245
492,beau vallon,-20.4189,57.6953,25.13,73,75,6.17,MU,1730923247
493,bayanhongor,46.7167,100.1167,-7.9,80,100,1.09,MN,1730923248
494,wamba,8.9333,8.6,24.64,42,0,1.42,NG,1730923249
495,port arthur,38.8,121.2667,4.12,55,1,4.09,CN,1730923251
496,the pas,53.8251,-101.2541,0.01,69,100,5.1,CA,1730923020
497,mhamid,29.82,-5.72,24.89,20,0,3.41,MA,1730923253
498,sinjai,-5.1241,120.253,24.37,79,88,1.55,ID,1730923254
499,gubat,12.9206,124.1231,25.88,88,90,2.86,PH,1730923255
500,abepura,-2.6333,140.5833,25.45,94,20,1.03,ID,1730923256
501,kudahuvadhoo,2.6708,72.8944,27.68,77,99,3.11,MV,1730923257
502,el calafate,-50.3408,-72.2768,9.05,49,42,5.54,AR,1730923259
503,mitu,1.1983,-70.1733,31.54,59,100,0.41,CO,1730923239
504,oodweyne,9.4092,45.064,24.7,53,85,1.8,SO,1730923262
505,maunabo,18.0072,-65.8993,28.72,92,100,4.66,PR,1730923263
506,temryuk,45.2722,37.3811,9.75,58,100,4.78,RU,1730923264
507,acapulco de juarez,16.8634,-99.8901,27.17,70,42,2.85,MX,1730923207
508,mili,6.0815,171.735,28.75,75,100,5.49,MH,1730923266
509,fale old settlement,-9.3852,-171.2468,27.96,73,25,3.62,TK,1730923267
510,singaparna,-7.3515,108.111,21.32,94,95,0.06,ID,1730923269
511,taman',45.2117,36.7161,10.78,58,100,7.52,RU,1730923270
512,portland,45.5234,-122.6762,12.79,75,40,2.24,US,1730923017
513,akniste,56.1615,25.7478,8.71,74,100,3.96,LV,1730923272
514,nadym,65.5333,72.5167,-15.34,98,14,2.24,RU,1730923273
515,melo,-32.3667,-54.1833,20.52,83,100,5.72,UY,1730923274
516,aljezur,37.3191,-8.8033,17.09,81,5,1.95,PT,1730923275
517,chicoana,-25.1009,-65.5331,24.03,66,100,0.33,AR,1730923276
518,port-cartier,50.0334,-66.8654,5.28,72,100,5.07,CA,1730923277
519,panchgani,17.9167,73.8167,18.09,60,16,2.3,IN,1730923278
520,lebanon,36.2081,-86.2911,25.46,86,40,1.54,US,1730923110
521,kundiawa,-6.0167,144.9667,15.91,98,100,0.68,PG,1730923281
522,freetown,8.484,-13.2299,26.65,76,0,1.42,SL,1730923282
523,queimadas,-10.9783,-39.6264,33.59,24,96,4.27,BR,1730923284
524,alesund,62.4723,6.1549,12.41,82,75,3.6,NO,1730923287
525,neiafu,-18.65,-173.9833,23.38,73,20,2.06,TO,1730923288
526,montepuez,-13.1256,38.9997,23.6,81,1,3.95,MZ,1730923290
527,manokwari,-0.8667,134.0833,25.87,79,100,1.83,ID,1730923291
528,severobaykal'sk,55.65,109.3167,-5.41,85,94,1.79,RU,1730923293
529,ilha solteira,-20.4328,-51.3425,28.71,63,88,2.39,BR,1730923295
530,colipapa,9.4726,122.5616,26.26,84,33,1.79,PH,1730923296
531,obo,5.3998,26.4869,21.76,65,98,0.93,CF,1730923298
532,deniliquin,-35.5333,144.9667,14.53,71,100,3.59,AU,1730923299
533,crucecita,-28.95,-58.9833,30.22,57,77,2.6,AR,1730923300
534,weno,7.4515,151.8468,28.76,71,82,2.14,FM,1730923301
535,tarsus,36.9188,34.8784,17.64,35,0,2.68,TR,1730923303
536,makassar,-5.14,119.4221,25.03,94,20,1.03,ID,1730922909
537,nova londrina,-22.7658,-52.985,27.5,71,99,2.67,BR,1730923306
538,carolina beach,34.0352,-77.8936,26.16,76,100,3.23,US,1730923307
539,embu guacu,-23.8322,-46.8114,24.1,96,99,2.39,BR,1730923308
540,harstad,68.799,16.5293,7.31,97,100,4.47,NO,1730923309
541,geraldton,-28.7667,114.6,10.23,87,1,3.09,AU,1730923310
542,angaur state,6.906,134.13,28.39,77,100,3.29,PW,1730923311
543,petoskey,45.3733,-84.9553,9.96,83,93,2.57,US,1730923229
544,xiongzhou,25.1167,114.3,12.53,71,6,0.8,CN,1730923313
545,tshabong,-26.05,22.45,21.39,15,78,4.84,BW,1730923314
546,kembe,4.6228,21.8865,21.82,71,3,1.61,CF,1730923315
547,howrah,22.5892,88.3103,26.0,78,40,0.0,IN,1730923316
548,port saint john's,-31.6229,29.5448,16.31,69,94,2.1,ZA,1730923318
549,crane,31.3974,-102.3501,24.92,22,0,4.9,US,1730923319
550,chokwe,-24.5333,32.9833,22.1,72,100,4.11,MZ,1730923320
551,khorugh,37.4897,71.553,5.55,81,100,2.01,TJ,1730923321
552,tamanrasset,22.785,5.5228,18.95,22,0,5.14,DZ,1730923322
553,hoi an,15.8794,108.335,24.98,86,45,5.76,VN,1730923323
554,quellon,-43.1167,-73.6167,10.23,62,91,2.16,CL,1730923324
555,sao jose da coroa grande,-8.8978,-35.1478,25.68,73,10,5.21,BR,1730923325
556,bageshwar,29.85,79.7667,17.31,82,61,0.67,IN,1730923327
557,bougouni,11.417,-7.479,24.59,30,0,1.59,ML,1730923328
558,colonia menno,-22.3667,-59.8167,34.12,43,25,0.92,PY,1730923329
559,hailun,47.45,126.9333,-11.68,82,0,0.72,CN,1730923330
560,pitkyaranta,61.5734,31.4792,3.1,94,23,3.35,RU,1730923331
561,dumai,1.6833,101.45,23.19,99,94,1.18,ID,1730923332
562,la rioja,42.25,-2.5,7.88,82,3,2.21,ES,1730923334
563,quinhamel,11.8833,-15.85,30.14,63,0,2.36,GW,1730923335
564,prairie du chien,43.0517,-91.1412,9.01,76,100,2.06,US,1730923336
565,brandon,27.9378,-82.2859,32.33,75,75,4.63,US,1730923337
566,san rafael,-34.6177,-68.3301,24.77,20,90,8.42,AR,1730923338
567,grand island,40.925,-98.342,10.97,65,100,5.66,US,1730923339
568,talara,-4.5772,-81.2719,24.42,64,0,5.66,PE,1730923340
569,el alto,-4.2714,-81.2147,20.22,74,99,5.71,PE,1730923341
570,diamantino,-14.4086,-56.4461,27.23,74,100,3.4,BR,1730923342
571,rantoul,40.3084,-88.1559,14.35,85,0,0.89,US,1730923344
572,trairi,-3.2778,-39.2689,26.5,76,100,5.38,BR,1730923058
573,fort bragg,35.139,-79.006,29.39,56,40,4.12,US,1730923140
574,hammerfest,70.6634,23.6821,1.25,100,75,1.54,NO,1730923348
575,tibanbang,6.6315,126.1055,27.02,81,73,1.9,PH,1730923349
576,international falls,48.6011,-93.411,7.3,72,100,2.06,US,1730923350
577,motueka,-41.1333,173.0167,16.17,89,44,0.51,NZ,1730923351
578,gadzhiyevo,69.2551,33.3362,1.35,84,100,7.58,RU,1730923352
579,chibougamau,49.9168,-74.3659,1.79,87,100,2.57,CA,1730923353
